node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
21644 21645 1180 7.1751 -2.3041 -34.5667 7.2634 -2.4757 -34.7257 0.0200 14.0814 6.6378 3 2 1180  
19620 19621 1064 -5.5985 2.4675 -31.9339 -5.7913 2.4729 -32.0930 0.0200 14.0815 8.2092 3 2 1064  
8796 8797 463 -3.6010 -11.0437 -21.9963 -3.4880 -11.2638 -22.0319 0.0200 14.0815 6.3248 3 2 463  
6854 6855 358 0.1801 6.5144 -17.5242 0.0447 6.6874 -17.4049 0.0200 14.0819 11.6746 3 2 358  
39617 39618 2377 2.9597 -4.1397 -61.3124 2.8243 -3.9301 -61.3287 0.0400 14.0826 6.1689 2 2 2377  
34034 34035 1941 -3.9314 -3.5532 -47.8537 -4.0742 -3.6177 -48.0485 0.0200 14.0827 6.8090 3 2 1941  
7599 7600 398 2.7089 -7.9644 -19.7314 2.9525 -7.9174 -19.7628 0.0200 14.0839 7.1932 3 2 398  
4449 4450 228 7.9195 1.1567 -16.1440 8.1648 1.1104 -16.1583 0.0200 14.0845 11.6720 3 2 228  
42841 42842 2683 -0.7349 10.6326 -10.6170 -0.9102 10.6341 -10.7952 0.0200 14.0846 8.2061 3 2 2683  
11408 11409 606 2.4147 -1.6848 -21.0101 2.1905 -1.6904 -21.1206 0.0200 14.0849 13.4045 3 2 606  
41625 41626 2610 -9.7694 5.1598 -5.3685 -9.9134 5.2369 -5.1792 0.0200 14.0849 7.1921 3 2 2610  
24884 24885 1369 7.3590 -5.3394 -34.8372 7.5426 -5.3840 -34.6735 0.0200 14.0853 7.1918 3 2 1369  
4599 4600 236 3.8071 2.1509 -21.2015 4.0204 2.1825 -21.3280 0.0200 14.0861 7.1910 3 2 236  
43704 43705 2745 4.7810 19.6839 -11.4744 4.8103 19.7807 -11.6470 0.0400 14.0862 7.8560 2 2 2745  
27714 27715 1541 -2.2358 -0.4957 -45.7509 -2.3003 -0.5075 -45.9922 0.0400 14.0864 12.8122 2 2 1541  
27437 27438 1522 -2.3373 -2.6302 -41.1386 -2.2198 -2.8457 -41.1861 0.0200 14.0867 8.2040 3 2 1522  
847 848 35 -1.4919 -2.7206 -16.9530 -1.4924 -2.9558 -17.0375 0.0200 14.0887 8.5359 3 2 35  
24001 24002 1317 2.9436 -5.6066 -39.2378 3.0321 -5.5325 -39.4596 0.0200 14.0890 6.4688 3 2 1317  
17483 17484 944 0.8993 -4.6017 -29.7486 1.1388 -4.5464 -29.7030 0.0200 14.0891 10.6537 3 2 944  
17630 17631 952 2.9042 -5.7607 -31.9203 3.0248 -5.5792 -31.7976 0.0200 14.0894 6.6298 3 2 952  
29834 29835 1669 -6.5464 -5.9389 -41.4758 -6.6763 -6.1438 -41.5361 0.0200 14.0897 8.2010 3 2 1669  
30600 30601 1717 -5.1768 -5.1337 -43.8311 -5.2555 -5.3395 -43.9490 0.0200 14.0912 7.9051 3 2 1717  
18872 18873 1024 -1.1870 -4.9323 -36.7747 -1.1981 -4.8819 -37.0194 0.0400 14.0917 15.4558 2 2 1024  
42051 42052 2635 2.7043 4.3232 -11.2472 2.9112 4.3493 -11.3852 0.0200 14.0922 8.1985 3 2 2635  
42419 42420 2657 -2.7346 5.7808 -7.8551 -2.9162 5.6096 -7.8701 0.0200 14.0923 9.3735 3 2 2657  
44433 44434 2806 5.9284 0.1586 -4.7209 6.0096 0.0533 -4.9326 0.0400 14.0923 7.3327 2 2 2806  
37000 37001 2155 0.7385 -5.8658 -56.9847 0.7465 -5.9397 -57.2234 0.0400 14.0927 8.5227 2 2 2155  
3949 3950 201 8.8264 0.4541 -17.6123 8.8253 0.6261 -17.7937 0.0200 14.0927 8.5318 3 2 201  
20590 20591 1120 -1.6089 4.6884 -31.4253 -1.7839 4.8667 -31.4353 0.0200 14.0930 8.9169 3 2 1120  
26655 26656 1474 2.4373 1.7506 -38.8415 2.2108 1.8227 -38.7640 0.0200 14.0936 6.6256 3 2 1474  
25260 25261 1392 2.8471 2.5052 -35.7068 2.8788 2.7348 -35.8004 0.0200 14.0940 8.9160 3 2 1392  
29026 29027 1619 1.1696 -4.1506 -41.6107 1.3272 -4.2721 -41.7621 0.0200 14.0941 8.9158 3 2 1619  
30255 30256 1695 -3.3195 -1.5904 -44.6161 -3.4478 -1.7916 -44.6909 0.0200 14.0942 7.1829 3 2 1695  
11671 11672 620 8.9440 -3.0013 -24.3173 9.0102 -2.8060 -24.4587 0.0200 14.0944 6.3119 3 2 620  
17015 17016 917 2.1499 0.1297 -27.9463 1.9786 0.2588 -27.8178 0.0200 14.0945 9.3712 3 2 917  
38674 38675 2290 4.9445 -4.7724 -58.0036 5.1512 -4.7846 -58.1437 0.0400 14.0945 7.1967 2 2 2290  
3384 3385 171 -5.7935 6.1314 -18.5443 -5.9567 6.3065 -18.4720 0.0200 14.0958 6.7959 3 2 171  
13880 13881 742 -2.5432 1.5968 -29.8917 -2.7332 1.7533 -29.9353 0.0200 14.0962 6.9808 3 2 742  
24772 24773 1363 2.8874 -2.6736 -37.0049 2.8832 -2.6998 -37.2534 0.0200 14.0964 9.9272 3 2 1363  
19656 19657 1066 -3.3357 1.1858 -33.6885 -3.2912 1.1281 -33.9276 0.0200 14.0966 7.1804 3 2 1066  
18542 18543 1003 0.8226 4.6265 -25.3237 1.0252 4.7266 -25.4307 0.0200 14.0967 9.9269 3 2 1003  
17614 17615 951 0.9471 -5.9007 -33.2459 0.7952 -5.8539 -33.4388 0.0200 14.0972 7.1798 3 2 951  
16059 16060 863 -5.2887 -3.3723 -30.6274 -5.0852 -3.2302 -30.6576 0.0200 14.0981 6.4598 3 2 863  
9198 9199 485 -4.6786 -8.5581 -16.3215 -4.5911 -8.7639 -16.4332 0.0200 14.0982 11.6583 3 2 485  
27031 27032 1497 5.7458 -4.5976 -36.9305 5.9538 -4.6844 -36.8224 0.0200 14.0988 7.8975 3 2 1497  
8119 8120 426 -0.3814 1.4288 -24.2457 -0.4032 1.4917 -24.4866 0.0200 14.0989 9.3668 3 2 426  
26090 26091 1441 4.0227 -3.9569 -37.0824 4.1232 -4.1410 -37.2185 0.0200 14.0990 9.9246 3 2 1441  
5832 5833 303 -3.7260 -1.7177 -22.5165 -3.9294 -1.5800 -22.5632 0.0200 14.0995 6.3068 3 2 303  
4488 4489 230 0.7331 -0.2087 -16.7626 0.5560 -0.3563 -16.6660 0.0200 14.0997 10.6431 3 2 230  
23985 23986 1316 3.7148 -5.4993 -37.6099 3.9624 -5.5192 -37.5815 0.0200 14.1004 6.9765 3 2 1316  
2674 2675 133 0.3431 -6.4474 -15.6614 0.2865 -6.6906 -15.6485 0.0200 14.1007 9.9228 3 2 133  
31357 31358 1765 4.1904 -2.0391 -43.7503 4.3294 -2.2337 -43.8235 0.0200 14.1008 7.1763 3 2 1765  
898 899 38 -3.3378 -1.6556 -17.7306 -3.4940 -1.7951 -17.5941 0.0200 14.1009 6.6183 3 2 38  
25762 25763 1421 -0.1632 -9.1981 -39.0058 0.0394 -9.3123 -39.0975 0.0200 14.1018 7.3927 3 2 1421  
22577 22578 1234 -2.5439 -2.1243 -34.8147 -2.3807 -1.9545 -34.8986 0.0200 14.1024 7.3922 3 2 1234  
35432 35520 2044 -0.8702 -1.5585 -51.7793 -0.7414 -1.7117 -51.9290 0.0200 14.1027 6.0255 3 2 2044  
29100 29101 1623 0.7470 -2.7795 -43.5779 0.9854 -2.7482 -43.5097 0.0200 14.1030 7.1741 3 2 1623  
10419 10420 552 -4.0322 0.8336 -24.1268 -3.9515 0.7932 -24.3600 0.0200 14.1032 9.9204 3 2 552  
11050 11051 586 1.0750 -12.3469 -21.1822 0.9793 -12.5714 -21.2368 0.0200 14.1034 8.1873 3 2 586  
35719 35720 2061 3.4357 -6.9423 -53.1805 3.4905 -7.0158 -53.4130 0.0400 14.1035 9.3273 2 2 2061  
13750 13751 735 -3.8104 -0.9499 -26.6490 -3.9526 -1.1272 -26.7530 0.0200 14.1043 10.6385 3 2 735  
26546 26547 1468 4.1474 1.7090 -36.2784 4.2417 1.8883 -36.4249 0.0200 14.1048 9.3610 3 2 1468  
12674 12675 675 -5.4998 -2.2411 -26.0375 -5.6172 -2.1967 -26.2537 0.0200 14.1054 9.9182 3 2 675  
1991 1992 97 -3.2030 -0.9226 -14.7504 -3.3663 -0.9454 -14.9383 0.0200 14.1065 11.6499 3 2 97  
24666 24667 1359 8.1772 -7.0505 -38.0348 8.2405 -7.0118 -38.2735 0.0400 14.1071 13.8090 2 2 1359  
12220 12221 650 -4.9293 -2.8411 -27.3935 -4.7415 -2.8630 -27.2299 0.0200 14.1075 6.7842 3 2 650  
26166 26167 1445 3.4732 -3.9075 -39.1193 3.4986 -4.1493 -39.1774 0.0200 14.1079 8.1829 3 2 1445  
23409 23410 1283 -0.0084 -9.7536 -29.7560 -0.1459 -9.9623 -29.7602 0.0200 14.1080 9.9156 3 2 1283  
8207 8208 431 -1.1744 0.0195 -24.6321 -0.9803 0.0994 -24.7679 0.0200 14.1080 6.4498 3 2 431  
2693 2694 134 0.8117 -4.9872 -19.9345 0.8742 -5.0703 -20.1618 0.0200 14.1086 9.3571 3 2 134  
29082 29083 1622 -2.9933 -3.0786 -43.8427 -3.2207 -3.1464 -43.9214 0.0200 14.1088 7.6241 3 2 1622  
22559 22560 1233 -5.3610 -3.8584 -33.3949 -5.4722 -3.8788 -33.1719 0.0200 14.1091 7.8872 3 2 1233  
25241 25242 1391 4.3981 -1.6209 -37.8311 4.5866 -1.6593 -37.9908 0.0200 14.1097 9.3560 3 2 1391  
30237 30238 1694 -0.2977 0.4460 -43.8411 -0.1189 0.5353 -43.9912 0.0200 14.1099 7.6229 3 2 1694  
10511 10512 557 -1.9976 0.3237 -24.3436 -1.8552 0.4249 -24.1648 0.0200 14.1111 7.1659 3 2 557  
23537 23538 1290 -1.2231 -10.9018 -29.2218 -1.4099 -10.7362 -29.2089 0.0200 14.1113 6.6079 3 2 1290  
11068 11069 587 1.8233 -10.1737 -23.5313 1.5930 -10.0957 -23.5891 0.0200 14.1113 7.6215 3 2 587  
27066 27067 1499 3.4287 -2.3647 -39.7692 3.2615 -2.2036 -39.8619 0.0200 14.1114 6.9656 3 2 1499  
19165 19166 1038 -1.4170 -4.3200 -33.5175 -1.6398 -4.2214 -33.4618 0.0200 14.1120 6.7797 3 2 1038  
41850 41851 2626 3.9156 6.3008 -15.2157 4.0183 6.2943 -15.4436 0.0400 14.1123 14.3327 2 2 2626  
31953 31954 1806 6.2527 -10.0110 -41.7514 6.2491 -10.2008 -41.6882 0.0400 14.1125 11.1876 2 2 1806  
30954 30955 1740 3.7608 -3.9708 -42.6438 3.8945 -4.1513 -42.7537 0.0200 14.1132 8.1775 3 2 1740  
673 674 26 -1.0384 -4.5559 -9.6592 -0.8836 -4.7518 -9.6720 0.0200 14.1133 13.3761 3 2 26  
33719 33720 1920 1.3548 -6.5981 -49.0315 1.2206 -6.5410 -49.2346 0.0200 14.1133 6.9636 3 2 1920  
37234 37235 2173 3.6224 -7.3134 -53.7808 3.8213 -7.3906 -53.9111 0.0400 14.1136 8.3596 2 2 2173  
3582 4016 205 9.9938 -0.6134 -17.9617 10.2194 -0.6255 -18.0688 0.0200 14.1141 6.0142 3 2 205  
27800 27801 1544 -2.0789 2.7612 -38.1673 -2.2298 2.9605 -38.1710 0.0200 14.1141 9.3517 3 2 1544  
2087 2088 102 -3.0845 -7.1747 -12.9828 -3.2279 -7.3526 -12.8812 0.0200 14.1144 8.8955 3 2 102  
23836 23837 1308 1.2970 -2.4021 -30.7129 1.2904 -2.4471 -30.4671 0.0200 14.1146 10.6282 3 2 1308  
35989 35990 2080 1.6490 0.8067 -53.1557 1.7102 0.9292 -53.3648 0.0400 14.1149 9.1678 2 2 2080  
27341 27342 1517 -6.0004 0.4582 -38.0098 -6.1830 0.6220 -38.0580 0.0200 14.1153 9.9083 3 2 1517  
27361 27362 1518 0.0385 -2.6988 -38.1825 0.2342 -2.8337 -38.1050 0.0200 14.1153 9.9083 3 2 1518  
2730 2731 136 -2.8913 -3.2935 -18.5849 -3.0965 -3.4095 -18.6682 0.0200 14.1161 8.1747 3 2 136  
32982 32983 1873 -4.4581 -7.4799 -50.3454 -4.5115 -7.5660 -50.5179 0.0400 14.1164 10.7315 2 2 1873  
14906 14907 799 0.8685 -3.4364 -28.0581 1.0844 -3.5413 -27.9881 0.0200 14.1167 8.8933 3 2 799  
22058 22059 1204 -0.4149 -0.9257 -35.4393 -0.1726 -0.8662 -35.4552 0.0200 14.1169 8.5076 3 2 1204  
21155 21156 1152 0.9811 -8.3983 -33.9546 1.1985 -8.4428 -34.0699 0.0200 14.1175 6.7742 3 2 1152  
21628 21629 1179 7.4359 -0.4148 -33.0263 7.3171 -0.1983 -32.9869 0.0200 14.1182 7.1589 3 2 1179  
31682 31683 1786 1.2075 -2.9406 -45.2151 1.3350 -3.1444 -45.2837 0.0200 14.1184 7.8779 3 2 1786  
33683 33684 1918 0.2303 -7.6045 -47.7389 0.1520 -7.8324 -47.6720 0.0200 14.1184 7.3761 3 2 1918  
33702 33703 1919 -0.0084 -7.5848 -47.3573 -0.2076 -7.7250 -47.3011 0.0200 14.1184 7.3761 3 2 1919  
15189 15190 817 2.2330 -0.9223 -33.4738 2.1725 -0.8309 -33.6410 0.0400 14.1187 16.3827 2 2 817  
1513 1514 71 7.8168 -5.4664 -15.9353 8.0243 -5.6058 -15.9358 0.0200 14.1188 7.1583 3 2 71  
11101 11102 589 2.8535 -11.7163 -22.9519 2.8296 -11.9558 -23.0196 0.0200 14.1188 6.4391 3 2 589  
35484 35485 2042 -0.6776 -2.4089 -51.5128 -0.6047 -2.6109 -51.6407 0.0200 14.1199 6.4380 3 2 2042  
35503 35504 2043 -0.1567 -1.5737 -51.2347 0.0765 -1.4886 -51.2643 0.0200 14.1199 6.4380 3 2 2043  
15178 15535 834 2.9834 -2.0361 -31.3048 2.9637 -2.2703 -31.3900 0.0200 14.1199 6.0084 3 2 834  
31390 31391 1767 4.7269 -0.4700 -43.2630 4.9401 -0.4837 -43.1332 0.0200 14.1201 6.2862 3 2 1767  
26869 26870 1490 4.3797 -3.4274 -42.8870 4.3927 -3.4757 -43.0806 0.0400 14.1201 13.0998 2 2 1490  
27294 27295 1516 -2.7415 -0.3356 -45.3572 -2.7346 -0.3058 -45.6053 0.0400 14.1202 12.9563 2 2 1516  
22445 22446 1227 -7.1065 -0.3003 -31.0205 -7.1658 -0.1891 -31.2364 0.0200 14.1202 10.6226 3 2 1227  
39331 39332 2349 2.6212 -3.7044 -60.1743 2.4659 -3.5202 -60.2410 0.0400 14.1203 6.5148 2 2 2349  
42544 42545 2664 -0.8584 8.6198 -12.3391 -0.6089 8.6082 -12.3490 0.0200 14.1203 6.1431 3 2 2664  
12712 12713 677 -5.9004 -7.1538 -24.9123 -6.1120 -7.2802 -24.9541 0.0200 14.1205 8.8894 3 2 677  
15503 15504 832 3.9406 -2.6619 -31.1214 4.0768 -2.7625 -31.3054 0.0200 14.1206 7.1565 3 2 832  
42457 42458 2659 -3.8106 8.8232 -10.2866 -3.9750 8.8795 -10.4663 0.0200 14.1216 8.5030 3 2 2659  
8100 8101 425 -2.6195 -1.7846 -19.9546 -2.7051 -1.9193 -19.7622 0.0200 14.1216 9.9020 3 2 425  
9914 9915 524 -9.0314 -5.1895 -19.4051 -9.0028 -5.3304 -19.2006 0.0200 14.1216 7.8747 3 2 524  
31024 31025 1744 3.6931 -0.1332 -43.3239 3.6388 -0.0707 -43.5598 0.0200 14.1221 6.4357 3 2 1744  
23503 23504 1288 1.5157 -11.7433 -27.6887 1.6473 -11.9509 -27.6433 0.0200 14.1222 7.6106 3 2 1288  
32438 32439 1835 4.5023 -0.6752 -44.2097 4.6499 -0.5160 -44.0857 0.0200 14.1224 6.2839 3 2 1835  
14378 14379 770 -2.2036 -2.6693 -29.4170 -2.1749 -2.6290 -29.6620 0.0200 14.1224 8.5022 3 2 770  
32089 32090 1812 4.1411 -8.2224 -42.4321 4.1259 -8.3663 -42.6360 0.0200 14.1225 6.4353 3 2 1812  
25163 25164 1387 0.6390 1.7363 -34.0845 0.7313 1.9685 -34.0902 0.0200 14.1226 10.6202 3 2 1387  
25183 25184 1388 3.4047 -4.1118 -36.2609 3.5454 -4.2846 -36.3743 0.0200 14.1226 10.6202 3 2 1388  
32405 32406 1833 3.2370 -1.8251 -45.5557 3.2502 -1.9346 -45.7801 0.0200 14.1227 7.1544 3 2 1833  
30161 30162 1690 -1.6395 1.1372 -39.5045 -1.5576 1.3035 -39.3369 0.0200 14.1227 8.8872 3 2 1690  
30181 30182 1691 -1.5700 1.7613 -41.5330 -1.6651 1.9868 -41.5840 0.0200 14.1227 8.8872 3 2 1691  
27875 27876 1548 -3.9093 -1.0003 -42.0584 -4.0534 -1.0980 -42.2378 0.0200 14.1230 7.6099 3 2 1548  
44144 44145 3 10.4248 4.3596 -6.2758 10.5805 4.4618 -6.4426 0.0600 14.1231 10.0000 4 2 3  
35199 35200 2022 -1.5879 -1.1530 -49.7886 -1.4821 -1.1885 -50.0123 0.0200 14.1231 6.5961 3 2 2022  
35218 35219 2023 -1.4614 -1.0090 -49.6595 -1.3208 -1.0158 -49.8662 0.0200 14.1231 6.5961 3 2 2023  
44607 44608 2822 7.6401 3.0304 -3.7092 7.7360 3.2412 -3.6151 0.0400 14.1233 6.2553 2 2 2822  
23913 23914 1312 -1.0735 -5.2716 -35.6808 -1.3223 -5.2954 -35.6746 0.0200 14.1235 8.8864 3 2 1312  
26219 26220 1448 2.1570 -1.9563 -41.5109 2.2910 -1.8297 -41.6798 0.0200 14.1237 6.7680 3 2 1448  
32646 32647 1851 6.1259 -6.9626 -48.6309 6.3396 -7.0180 -48.7483 0.0400 14.1240 10.8842 2 2 1851  
16523 16524 889 1.5305 -11.2955 -27.5041 1.4846 -11.5303 -27.5765 0.0200 14.1242 8.5004 3 2 889  
3158 3159 159 -6.3821 1.4845 -12.5792 -6.6163 1.4244 -12.5158 0.0200 14.1243 13.3651 3 2 159  
14992 14993 804 0.5069 -0.3322 -31.3412 0.4395 -0.5480 -31.4480 0.0200 14.1246 6.1388 3 2 804  
27838 27839 1546 -3.6598 -2.1049 -39.0632 -3.7193 -2.3102 -38.9336 0.0200 14.1246 8.4999 3 2 1546  
6969 6970 364 -2.1395 3.3833 -22.1273 -2.2264 3.2705 -22.3328 0.0200 14.1247 8.4998 3 2 364  
30869 30870 1737 5.4263 2.1623 -43.9262 5.4145 2.3437 -44.0097 0.0400 14.1248 11.6380 2 2 1737  
31597 31598 1783 -0.3426 0.7293 -48.9250 -0.3535 0.7610 -49.1728 0.0400 14.1257 11.3384 2 2 1783  
15333 15334 823 -0.1742 -1.3757 -24.4492 -0.3566 -1.4320 -24.2878 0.0200 14.1260 11.6304 3 2 823  
31339 31340 1764 5.0371 -1.5233 -41.2888 5.2812 -1.4692 -41.2909 0.0200 14.1262 7.6067 3 2 1764  
5782 5783 300 -5.7500 -0.8499 -21.2593 -5.9894 -0.8348 -21.3297 0.0200 14.1263 8.1645 3 2 300  
35759 35760 2062 2.0205 -5.3251 -51.6526 2.0259 -5.3017 -51.9015 0.0200 14.1271 6.2792 3 2 2062  
35778 35779 2063 2.2853 -5.2097 -50.8263 2.4684 -5.1977 -50.6565 0.0200 14.1271 6.2792 3 2 2063  
31750 31751 1790 0.0189 0.0438 -46.3867 -0.0166 0.2905 -46.3677 0.0200 14.1273 6.1361 3 2 1790  
14868 14869 797 -2.8384 -2.2454 -28.1576 -2.9610 -2.4027 -28.3083 0.0200 14.1276 9.8960 3 2 797  
3399 3400 172 -5.4519 5.3905 -19.4957 -5.6898 5.3789 -19.5717 0.0200 14.1276 6.1358 3 2 172  
27893 27894 1549 -0.6217 0.3701 -42.2830 -0.3935 0.3483 -42.3828 0.0200 14.1277 7.1494 3 2 1549  
12204 12205 649 -6.4679 -3.7064 -26.8197 -6.6015 -3.8650 -26.9593 0.0200 14.1280 7.3666 3 2 649  
36252 36253 2099 3.0438 0.3847 -52.9321 3.0797 0.5694 -52.9998 0.0400 14.1281 9.0076 2 2 2099  
5224 5225 270 6.1798 -5.9320 -20.6374 6.0835 -6.1360 -20.5296 0.0200 14.1281 6.4297 3 2 270  
15519 15520 833 3.6812 -1.3927 -30.7337 3.8975 -1.2688 -30.7157 0.0200 14.1285 6.5908 3 2 833  
21592 21593 1177 5.4870 0.7922 -32.6149 5.3969 0.9571 -32.7798 0.0200 14.1291 8.1616 3 2 1177  
23894 23895 1311 -0.3284 -7.2668 -36.1175 -0.4548 -7.4824 -36.1217 0.0200 14.1293 9.3365 3 2 1311  
17105 17106 922 3.6382 -4.3265 -31.5828 3.5578 -4.5488 -31.6640 0.0200 14.1295 6.7622 3 2 922  
29045 29046 1620 -4.2865 -2.2693 -42.0096 -4.5102 -2.2676 -42.1214 0.0200 14.1300 8.4946 3 2 1620  
3593 3594 184 9.9907 -0.7305 -20.5429 10.0563 -0.7777 -20.7258 0.0400 14.1302 18.9062 2 2 184  
2355 2356 118 -0.3182 -0.6480 -22.6158 -0.2890 -0.5733 -22.8525 0.0400 14.1303 19.1491 2 2 118  
286 39750 2390 3.0529 -4.3045 -61.9024 2.8676 -4.1467 -61.9594 0.0400 14.1306 5.9948 2 2 2390  
38850 38851 2305 1.6562 -5.5531 -58.7998 1.4704 -5.7019 -58.8763 0.0400 14.1308 7.0274 2 2 2305  
5817 5818 302 -1.9066 -2.0723 -21.6005 -1.7027 -2.1213 -21.7366 0.0200 14.1314 6.9456 3 2 302  
32779 32780 1857 3.9550 -6.2847 -47.3072 4.0936 -6.1254 -47.4412 0.0200 14.1315 6.1319 3 2 1857  
25744 25745 1420 -2.2350 -10.0468 -37.3460 -2.2639 -10.2951 -37.3454 0.0200 14.1321 7.8642 3 2 1420  
38102 38103 2242 5.3167 -4.4530 -56.2842 5.5567 -4.3953 -56.3234 0.0400 14.1325 7.6997 2 2 2242  
42911 42912 2687 1.0271 11.4954 -11.9512 1.1227 11.4466 -12.1769 0.0200 14.1327 6.4251 3 2 2687  
26671 26672 1475 3.5989 1.9179 -39.2460 3.7484 2.0980 -39.1583 0.0200 14.1328 6.1306 3 2 1475  
11487 11488 610 5.2381 1.9200 -17.8757 5.1347 2.1214 -17.9818 0.0200 14.1330 11.6235 3 2 610  
31734 31735 1789 -0.8954 -0.3636 -45.5246 -1.1036 -0.3168 -45.3943 0.0200 14.1331 6.5861 3 2 1789  
22339 22340 1223 -6.1374 -2.9038 -38.2529 -6.3343 -2.8210 -38.3828 0.0400 14.1331 14.5044 2 2 1223  
26235 26236 1449 2.1333 -1.8745 -41.2849 2.3119 -1.9827 -41.4224 0.0200 14.1334 6.2729 3 2 1449  
8781 8782 462 -5.3499 -10.3583 -21.5545 -5.5499 -10.3936 -21.7003 0.0200 14.1334 6.9436 3 2 462  
32303 32304 1829 4.7461 1.8442 -45.4263 4.7775 2.0276 -45.5932 0.0400 14.1336 11.0362 2 2 1829  
17034 17035 918 1.6723 -4.8044 -30.2587 1.6498 -5.0471 -30.3145 0.0200 14.1337 8.8762 3 2 918  
30288 30289 1697 -2.2144 -0.2106 -45.4154 -2.0687 -0.0960 -45.5831 0.0200 14.1339 6.2724 3 2 1697  
22001 22002 1201 -1.4365 0.3623 -30.6431 -1.3941 0.2216 -30.4408 0.0200 14.1340 9.8896 3 2 1201  
26584 26585 1470 5.4552 -1.5171 -36.6638 5.6194 -1.6935 -36.5972 0.0200 14.1341 8.4905 3 2 1470  
16793 16794 907 3.8484 -3.4785 -34.7926 3.8688 -3.4272 -35.0364 0.0400 14.1343 15.9884 2 2 907  
30652 30653 1720 -7.1126 -3.3857 -42.8117 -7.0815 -3.3775 -43.0596 0.0200 14.1346 6.5846 3 2 1720  
10733 10734 571 3.2532 -10.8653 -25.7474 3.2350 -10.7312 -25.9576 0.0400 14.1349 17.4135 2 2 571  
9702 9703 513 -4.1480 -1.0199 -18.6191 -4.1320 -0.9493 -18.8584 0.0200 14.1349 13.3544 3 2 513  
1102 1103 51 7.3266 -4.8701 -19.9126 7.3200 -4.8244 -20.1583 0.0400 14.1350 19.3903 2 2 51  
20388 20389 1111 -3.0674 6.8731 -34.0799 -3.2578 7.0143 -34.1593 0.0400 14.1353 15.0512 2 2 1111  
33955 33956 1938 -5.5501 -1.1490 -49.2071 -5.6888 -1.1161 -49.3473 0.0400 14.1362 10.2695 2 2 1938  
37463 37464 2191 0.5708 -4.5951 -57.8030 0.5702 -4.6020 -58.0029 0.0400 14.1364 8.1958 2 2 2191  
43440 43441 2725 6.6378 20.2141 -8.4347 6.7601 20.2547 -8.5876 0.0400 14.1369 9.4132 2 2 2725  
28987 28988 1617 -1.3594 1.1234 -40.3140 -1.2550 1.3312 -40.4057 0.0200 14.1374 9.3284 3 2 1617  
29007 29008 1618 -4.3346 -3.4248 -40.5570 -4.5018 -3.3222 -40.7120 0.0200 14.1374 9.3284 3 2 1618  
14446 14447 774 -2.5396 -4.7236 -29.9757 -2.6257 -4.9505 -30.0357 0.0200 14.1375 6.2688 3 2 774  
29904 29905 1673 -6.4040 -4.3051 -42.5259 -6.5209 -4.1362 -42.3834 0.0200 14.1378 6.4201 3 2 1673  
34908 34909 2002 2.4347 -3.6129 -50.0123 2.5958 -3.4459 -50.1053 0.0200 14.1382 6.7535 3 2 2002  
34927 34928 2003 1.3244 -5.2352 -50.7069 1.1207 -5.2995 -50.8369 0.0200 14.1382 6.7535 3 2 2003  
33639 33640 1917 2.7788 -9.3075 -50.6529 2.8410 -9.3378 -50.8932 0.0400 14.1384 10.4242 2 2 1917  
33099 33100 1878 -2.9606 -6.3835 -48.0616 -2.9376 -6.1563 -48.1634 0.0200 14.1386 6.4192 3 2 1878  
30668 30669 1721 -7.5402 -3.3049 -41.6898 -7.6057 -3.2292 -41.4607 0.0200 14.1393 6.1241 3 2 1721  
21007 21008 1144 -1.8051 -10.3926 -27.3837 -1.8061 -10.6136 -27.2669 0.0200 14.1398 10.6030 3 2 1144  
44214 44215 2788 2.0865 1.5280 -7.1376 2.1056 1.5551 -7.3854 0.0400 14.1401 8.3332 2 2 2788  
5155 5156 266 7.0658 -6.9945 -16.7352 7.1978 -7.1647 -16.6084 0.0200 14.1402 8.8697 3 2 266  
42494 42495 2661 0.4820 9.3680 -10.7089 0.7058 9.4793 -10.7049 0.0200 14.1404 7.5925 3 2 2661  
33430 33431 1900 -1.7702 -7.3917 -48.5858 -1.6103 -7.5626 -48.4978 0.0200 14.1404 6.2659 3 2 1900  
26858 27099 1501 4.5635 -3.4081 -40.3243 4.7501 -3.4545 -40.4841 0.0200 14.1406 5.9876 3 2 1501  
43198 43199 2706 6.8739 14.9623 -6.1102 7.0242 15.0452 -5.9284 0.0200 14.1408 7.3538 3 2 2706  
31236 31237 1760 5.8039 -0.6053 -46.1100 5.8999 -0.5979 -46.3407 0.0400 14.1410 11.4885 2 2 1760  
12168 12169 647 -4.2448 -3.6902 -27.7662 -4.1304 -3.8457 -27.9250 0.0200 14.1422 8.4824 3 2 647  
33314 33315 1895 -3.0279 -6.8384 -51.3370 -3.0899 -6.9029 -51.5705 0.0400 14.1424 10.5782 2 2 1895  
7820 7821 412 -1.5075 -0.8844 -27.1483 -1.4549 -0.9596 -27.3808 0.0400 14.1426 18.0430 2 2 412  
31942 32106 1813 4.7576 -8.0570 -41.9621 4.6709 -8.2747 -41.8751 0.0200 14.1429 5.9853 3 2 1813  
25795 25796 1423 0.2279 -7.5758 -39.1587 0.4738 -7.5415 -39.1875 0.0200 14.1431 6.4148 3 2 1423  
36028 36029 2081 0.8512 -0.9978 -51.5910 0.7500 -0.7712 -51.6217 0.0200 14.1436 6.1198 3 2 2081  
